anio,region,area_km2,gini,pib_per_capita,tasa_pobr,pobl_total,tasa_informalidad,idh,ingreso_medio,prom_anio_estudio,tasa_homicidios,densidad_pobl
2011-01-01,São Paulo,248808.80000000008,NA,31.8929977314866,NA,NA,NA,NA,NA,NA,14.05,NA
1985-01-01,Paraná,199709.10000000006,NA,10.9286524386,NA,NA,NA,NA,NA,NA,11.51,NA
1986-01-01,Paraná,199709.10000000006,NA,11.1655148067,NA,NA,NA,NA,NA,NA,11.53,NA
1987-01-01,Paraná,199709.10000000006,NA,12.9177142834,NA,NA,NA,NA,NA,NA,11.31,NA
1988-01-01,Paraná,199709.10000000006,NA,12.8215211005,NA,NA,NA,NA,NA,NA,12.2,NA
1989-01-01,Paraná,199709.10000000006,NA,13.1118368275,NA,NA,NA,NA,NA,NA,13.4,NA
1990-01-01,Paraná,199709.10000000006,NA,12.993189728,NA,NA,NA,NA,NA,NA,13.95,NA
1991-01-01,Paraná,199709.10000000006,NA,12.8845377037,NA,NA,NA,0.94,NA,NA,14.5,NA
1992-01-01,Paraná,199709.10000000006,NA,14.4816615670763,NA,NA,NA,NA,NA,NA,12.77,NA
1993-01-01,Paraná,199709.10000000006,NA,15.2075015725576,NA,NA,NA,NA,NA,NA,14.4,NA
1994-01-01,Paraná,199709.10000000006,NA,16.469373948704,NA,NA,NA,NA,NA,NA,14.56,NA
1995-01-01,Paraná,199709.10000000006,NA,15.9052482442345,NA,NA,NA,NA,NA,NA,15.92,NA
1996-01-01,Paraná,199709.10000000006,NA,15.5811008648444,NA,NA,NA,NA,NA,NA,15.32,NA
1997-01-01,Paraná,199709.10000000006,NA,15.6672132929219,NA,NA,NA,NA,NA,NA,17.29,NA
1998-01-01,Paraná,199709.10000000006,NA,15.8803295302611,NA,NA,NA,NA,NA,NA,17.55,NA
1999-01-01,Paraná,199709.10000000006,NA,16.1184281625932,NA,NA,NA,NA,NA,NA,18.2,NA
2000-01-01,Paraná,199709.10000000006,NA,16.4397695626139,NA,NA,NA,NA,NA,NA,18.85,NA
2001-01-01,Paraná,199709.10000000006,NA,16.4408797400566,NA,NA,NA,NA,NA,NA,21.17,NA
2002-01-01,Paraná,199709.10000000006,NA,17.10811647103,NA,NA,NA,NA,NA,NA,23.13,NA
2003-01-01,Paraná,199709.10000000006,NA,18.4950709455918,NA,NA,NA,NA,NA,NA,25.79,NA
2004-01-01,Paraná,199709.10000000006,NA,18.8223798889128,NA,NA,NA,NA,NA,NA,28.22,NA
2005-01-01,Paraná,199709.10000000006,NA,17.8669846461934,NA,NA,NA,NA,NA,NA,29.01,NA
2006-01-01,Paraná,199709.10000000006,NA,17.8519734735235,NA,NA,NA,NA,NA,NA,29.82,NA
2007-01-01,Paraná,199709.10000000006,NA,20.0251360295802,NA,NA,NA,NA,NA,NA,29.54,NA
2008-01-01,Paraná,199709.10000000006,NA,20.4008491828881,NA,NA,NA,NA,NA,NA,32.53,NA
2009-01-01,Paraná,199709.10000000006,NA,19.9548320587315,NA,NA,NA,NA,NA,NA,34.61,NA
2010-01-01,Paraná,199709.10000000006,NA,20.9904106260449,NA,NA,NA,NA,NA,NA,34.33,NA
2011-01-01,Paraná,199709.10000000006,NA,22.5806746998038,NA,NA,NA,NA,NA,NA,32.11,NA
1985-01-01,Santa Catarina,95442.8999999999,NA,16.8950454682,NA,NA,NA,NA,NA,NA,6.5,NA
1986-01-01,Santa Catarina,95442.8999999999,NA,18.0935973458,NA,NA,NA,NA,NA,NA,5.81,NA
1987-01-01,Santa Catarina,95442.8999999999,NA,18.502972864,NA,NA,NA,NA,NA,NA,7.53,NA
1988-01-01,Santa Catarina,95442.8999999999,NA,18.0253136944,NA,NA,NA,NA,NA,NA,7.64,NA
1989-01-01,Santa Catarina,95442.8999999999,NA,18.0357733033,NA,NA,NA,NA,NA,NA,8.09,NA
1990-01-01,Santa Catarina,95442.8999999999,NA,17.2942659152,NA,NA,NA,NA,NA,NA,8.71,NA
1991-01-01,Santa Catarina,95442.8999999999,NA,17.4862919047,NA,NA,NA,0.943,NA,NA,7.82,NA
1992-01-01,Santa Catarina,95442.8999999999,NA,17.6214137629707,NA,NA,NA,NA,NA,NA,7.84,NA
1993-01-01,Santa Catarina,95442.8999999999,NA,16.6985067156782,NA,NA,NA,NA,NA,NA,7.9,NA
1994-01-01,Santa Catarina,95442.8999999999,NA,17.9270251235654,NA,NA,NA,NA,NA,NA,7.26,NA
1995-01-01,Santa Catarina,95442.8999999999,NA,17.2731530456398,NA,NA,NA,NA,NA,NA,8.68,NA
1996-01-01,Santa Catarina,95442.8999999999,NA,17.845886846884,NA,NA,NA,NA,NA,NA,8.45,NA
1997-01-01,Santa Catarina,95442.8999999999,NA,18.0874987460497,NA,NA,NA,NA,NA,NA,8.53,NA
1998-01-01,Santa Catarina,95442.8999999999,NA,17.318453408412,NA,NA,NA,NA,NA,NA,8.23,NA
1999-01-01,Santa Catarina,95442.8999999999,NA,17.3717032070696,NA,NA,NA,NA,NA,NA,7.55,NA
2000-01-01,Santa Catarina,95442.8999999999,NA,18.9162617977129,NA,NA,NA,NA,NA,NA,8.38,NA
2001-01-01,Santa Catarina,95442.8999999999,NA,18.6618173670892,NA,NA,NA,NA,NA,NA,8.75,NA
2002-01-01,Santa Catarina,95442.8999999999,NA,18.7241738198307,NA,NA,NA,NA,NA,NA,10.58,NA
2003-01-01,Santa Catarina,95442.8999999999,NA,19.034571983703,NA,NA,NA,NA,NA,NA,11.95,NA
2004-01-01,Santa Catarina,95442.8999999999,NA,19.7023478444677,NA,NA,NA,NA,NA,NA,11.22,NA
2005-01-01,Santa Catarina,95442.8999999999,NA,19.9951073453068,NA,NA,NA,NA,NA,NA,10.79,NA
2006-01-01,Santa Catarina,95442.8999999999,NA,20.5894852553223,NA,NA,NA,NA,NA,NA,11.18,NA
2007-01-01,Santa Catarina,95442.8999999999,NA,21.6214896073496,NA,NA,NA,NA,NA,NA,10.45,NA
2008-01-01,Santa Catarina,95442.8999999999,NA,23.3523722191769,NA,NA,NA,NA,NA,NA,13.25,NA
2009-01-01,Santa Catarina,95442.8999999999,NA,22.8760942222685,NA,NA,NA,NA,NA,NA,13.4,NA
2010-01-01,Santa Catarina,95442.8999999999,NA,24.2034342594317,NA,NA,NA,NA,NA,NA,13.17,NA
2011-01-01,Santa Catarina,95442.8999999999,NA,25.439123658379,NA,NA,NA,NA,NA,NA,12.84,NA
1985-01-01,Rio Grande do Sul,269153.9000000001,NA,15.1019909658,NA,NA,NA,NA,NA,NA,8.11,NA
1986-01-01,Rio Grande do Sul,269153.9000000001,NA,14.3790386099,NA,NA,NA,NA,NA,NA,9.04,NA
1987-01-01,Rio Grande do Sul,269153.9000000001,NA,17.3392000736,NA,NA,NA,NA,NA,NA,9.51,NA
1988-01-01,Rio Grande do Sul,269153.9000000001,NA,15.6852655972,NA,NA,NA,NA,NA,NA,12.54,NA
1989-01-01,Rio Grande do Sul,269153.9000000001,NA,13.9088831907,NA,NA,NA,NA,NA,NA,17.56,NA
1990-01-01,Rio Grande do Sul,269153.9000000001,NA,14.4414257507,NA,NA,NA,NA,NA,NA,18.92,NA
1991-01-01,Rio Grande do Sul,269153.9000000001,NA,15.5644085907,NA,NA,NA,0.949,NA,NA,18.54,NA
1992-01-01,Rio Grande do Sul,269153.9000000001,NA,19.4959405427679,NA,NA,NA,NA,NA,NA,17.01,NA
1993-01-01,Rio Grande do Sul,269153.9000000001,NA,21.0583720286945,NA,NA,NA,NA,NA,NA,12.56,NA
1994-01-01,Rio Grande do Sul,269153.9000000001,NA,21.9705954236283,NA,NA,NA,NA,NA,NA,14.08,NA
1995-01-01,Rio Grande do Sul,269153.9000000001,NA,17.9539130576825,NA,NA,NA,NA,NA,NA,15.02,NA
1996-01-01,Rio Grande do Sul,269153.9000000001,NA,17.7654565511372,NA,NA,NA,NA,NA,NA,15.38,NA
1997-01-01,Rio Grande do Sul,269153.9000000001,NA,17.9870978915953,NA,NA,NA,NA,NA,NA,16.88,NA
1998-01-01,Rio Grande do Sul,269153.9000000001,NA,17.6606810764905,NA,NA,NA,NA,NA,NA,15.45,NA
1999-01-01,Rio Grande do Sul,269153.9000000001,NA,17.6951063520757,NA,NA,NA,NA,NA,NA,15.37,NA
2000-01-01,Rio Grande do Sul,269153.9000000001,NA,18.3276585701266,NA,NA,NA,NA,NA,NA,16.55,NA
2001-01-01,Rio Grande do Sul,269153.9000000001,NA,18.6762107400238,NA,NA,NA,NA,NA,NA,17.98,NA
2002-01-01,Rio Grande do Sul,269153.9000000001,NA,18.0413941485874,NA,NA,NA,NA,NA,NA,18.37,NA
2003-01-01,Rio Grande do Sul,269153.9000000001,NA,18.9031078031339,NA,NA,NA,NA,NA,NA,18.15,NA
2004-01-01,Rio Grande do Sul,269153.9000000001,NA,18.9010585712776,NA,NA,NA,NA,NA,NA,18.67,NA
2005-01-01,Rio Grande do Sul,269153.9000000001,NA,18.0863395898469,NA,NA,NA,NA,NA,NA,18.64,NA
2006-01-01,Rio Grande do Sul,269153.9000000001,NA,18.139948075379,NA,NA,NA,NA,NA,NA,18.09,NA
2007-01-01,Rio Grande do Sul,269153.9000000001,NA,19.6085906350357,NA,NA,NA,NA,NA,NA,19.85,NA
2008-01-01,Rio Grande do Sul,269153.9000000001,NA,20.3899760906685,NA,NA,NA,NA,NA,NA,21.92,NA
2009-01-01,Rio Grande do Sul,269153.9000000001,NA,20.3000739654747,NA,NA,NA,NA,NA,NA,20.54,NA
2010-01-01,Rio Grande do Sul,269153.9000000001,NA,21.8938578463412,NA,NA,NA,NA,NA,NA,19.5,NA
2011-01-01,Rio Grande do Sul,269153.9000000001,NA,22.7988515640115,NA,NA,NA,NA,NA,NA,19.35,NA
1985-01-01,Mato Grosso do Sul,358158.69999999995,NA,9.8419435143,NA,NA,NA,NA,NA,NA,16.26,NA
1986-01-01,Mato Grosso do Sul,358158.69999999995,NA,9.845928734,NA,NA,NA,NA,NA,NA,18.06,NA
1987-01-01,Mato Grosso do Sul,358158.69999999995,NA,10.3938752324,NA,NA,NA,NA,NA,NA,19.18,NA
1988-01-01,Mato Grosso do Sul,358158.69999999995,NA,10.6191236552,NA,NA,NA,NA,NA,NA,19.11,NA
1989-01-01,Mato Grosso do Sul,358158.69999999995,NA,10.7601421085,NA,NA,NA,NA,NA,NA,21.76,NA
1990-01-01,Mato Grosso do Sul,358158.69999999995,NA,10.6071735598,NA,NA,NA,NA,NA,NA,20,NA
1991-01-01,Mato Grosso do Sul,358158.69999999995,NA,10.9668241536,NA,NA,NA,0.923,NA,NA,21.79,NA
1992-01-01,Mato Grosso do Sul,358158.69999999995,NA,10.9026943134051,NA,NA,NA,NA,NA,NA,23.41,NA
1993-01-01,Mato Grosso do Sul,358158.69999999995,NA,11.5528318199377,NA,NA,NA,NA,NA,NA,24.7,NA
1994-01-01,Mato Grosso do Sul,358158.69999999995,NA,13.6736251366721,NA,NA,NA,NA,NA,NA,27.74,NA
1995-01-01,Mato Grosso do Sul,358158.69999999995,NA,11.5857535200058,NA,NA,NA,NA,NA,NA,33.25,NA
1996-01-01,Mato Grosso do Sul,358158.69999999995,NA,11.658486231948,NA,NA,NA,NA,NA,NA,37.45,NA
1997-01-01,Mato Grosso do Sul,358158.69999999995,NA,11.979893126434,NA,NA,NA,NA,NA,NA,37.11,NA
1998-01-01,Mato Grosso do Sul,358158.69999999995,NA,11.9643900177698,NA,NA,NA,NA,NA,NA,33.57,NA
1999-01-01,Mato Grosso do Sul,358158.69999999995,NA,11.9661485277861,NA,NA,NA,NA,NA,NA,28.18,NA
2000-01-01,Mato Grosso do Sul,358158.69999999995,NA,12.4191030138536,NA,NA,NA,NA,NA,NA,31.64,NA
2001-01-01,Mato Grosso do Sul,358158.69999999995,NA,12.9947592111778,NA,NA,NA,NA,NA,NA,29.42,NA
2002-01-01,Mato Grosso do Sul,358158.69999999995,NA,14.5904307482581,NA,NA,NA,NA,NA,NA,31.95,NA
2003-01-01,Mato Grosso do Sul,358158.69999999995,NA,16.7660175155186,NA,NA,NA,NA,NA,NA,32.49,NA
2004-01-01,Mato Grosso do Sul,358158.69999999995,NA,16.2123140333625,NA,NA,NA,NA,NA,NA,29.84,NA
2005-01-01,Mato Grosso do Sul,358158.69999999995,NA,15.0706736583825,NA,NA,NA,NA,NA,NA,27.87,NA
2006-01-01,Mato Grosso do Sul,358158.69999999995,NA,15.6337646105589,NA,NA,NA,NA,NA,NA,29.72,NA
2007-01-01,Mato Grosso do Sul,358158.69999999995,NA,15.9849055575498,NA,NA,NA,NA,NA,NA,30.46,NA
2008-01-01,Mato Grosso do Sul,358158.69999999995,NA,18.0398399632131,NA,NA,NA,NA,NA,NA,29.92,NA
2009-01-01,Mato Grosso do Sul,358158.69999999995,NA,18.1514473265389,NA,NA,NA,NA,NA,NA,30.71,NA
2010-01-01,Mato Grosso do Sul,358158.69999999995,NA,19.0127488626496,NA,NA,NA,NA,NA,NA,26.79,NA
2011-01-01,Mato Grosso do Sul,358158.69999999995,NA,20.5441909815484,NA,NA,NA,NA,NA,NA,27.16,NA
1985-01-01,Mato Grosso,906806.8999999997,NA,7.1157747339,NA,NA,NA,NA,NA,NA,17.51,NA
1986-01-01,Mato Grosso,906806.8999999997,NA,7.5849597172,NA,NA,NA,NA,NA,NA,21.97,NA
1987-01-01,Mato Grosso,906806.8999999997,NA,7.7408505894,NA,NA,NA,NA,NA,NA,22.39,NA
1988-01-01,Mato Grosso,906806.8999999997,NA,8.1186428409,NA,NA,NA,NA,NA,NA,21.11,NA
1989-01-01,Mato Grosso,906806.8999999997,NA,8.3553218384,NA,NA,NA,NA,NA,NA,25.27,NA
1990-01-01,Mato Grosso,906806.8999999997,NA,8.1651272805,NA,NA,NA,NA,NA,NA,21.39,NA
1991-01-01,Mato Grosso,906806.8999999997,NA,8.4679240063,NA,NA,NA,0.855,NA,NA,22.3,NA
1992-01-01,Mato Grosso,906806.8999999997,NA,9.50854604811268,NA,NA,NA,NA,NA,NA,17.19,NA
1993-01-01,Mato Grosso,906806.8999999997,NA,10.7770802647764,NA,NA,NA,NA,NA,NA,16.46,NA
1994-01-01,Mato Grosso,906806.8999999997,NA,11.4929127312083,NA,NA,NA,NA,NA,NA,14.06,NA
1995-01-01,Mato Grosso,906806.8999999997,NA,10.9071604215527,NA,NA,NA,NA,NA,NA,25.2,NA
1996-01-01,Mato Grosso,906806.8999999997,NA,11.2573634841385,NA,NA,NA,NA,NA,NA,29.52,NA
1997-01-01,Mato Grosso,906806.8999999997,NA,11.8901801998842,NA,NA,NA,NA,NA,NA,33.48,NA
1998-01-01,Mato Grosso,906806.8999999997,NA,11.6696522947768,NA,NA,NA,NA,NA,NA,35.68,NA
1999-01-01,Mato Grosso,906806.8999999997,NA,12.408920073318,NA,NA,NA,NA,NA,NA,34.6,NA
2000-01-01,Mato Grosso,906806.8999999997,NA,13.874038702926,NA,NA,NA,NA,NA,NA,40.92,NA
2001-01-01,Mato Grosso,906806.8999999997,NA,13.2863186498069,NA,NA,NA,NA,NA,NA,38,NA
2002-01-01,Mato Grosso,906806.8999999997,NA,13.9965348529804,NA,NA,NA,NA,NA,NA,36.4,NA
2003-01-01,Mato Grosso,906806.8999999997,NA,16.7665402523155,NA,NA,NA,NA,NA,NA,34.25,NA
2004-01-01,Mato Grosso,906806.8999999997,NA,18.8125557780704,NA,NA,NA,NA,NA,NA,31.62,NA
2005-01-01,Mato Grosso,906806.8999999997,NA,17.5781184101777,NA,NA,NA,NA,NA,NA,32.36,NA
2006-01-01,Mato Grosso,906806.8999999997,NA,14.4761109598119,NA,NA,NA,NA,NA,NA,31.36,NA
2007-01-01,Mato Grosso,906806.8999999997,NA,16.5455348017291,NA,NA,NA,NA,NA,NA,30.55,NA
2008-01-01,Mato Grosso,906806.8999999997,NA,19.3555277921159,NA,NA,NA,NA,NA,NA,31.68,NA
2009-01-01,Mato Grosso,906806.8999999997,NA,19.033252510484,NA,NA,NA,NA,NA,NA,33.31,NA
2010-01-01,Mato Grosso,906806.8999999997,NA,18.5616702729044,NA,NA,NA,NA,NA,NA,32.03,NA
2011-01-01,Mato Grosso,906806.8999999997,NA,20.755668874321,NA,NA,NA,NA,NA,NA,32.8,NA
1985-01-01,Goiás,341289.4999999999,NA,8.9125322396,NA,NA,NA,NA,NA,NA,14.82,NA
1986-01-01,Goiás,341289.4999999999,NA,9.2848871354,NA,NA,NA,NA,NA,NA,15.53,NA
1987-01-01,Goiás,341289.4999999999,NA,9.306284364,NA,NA,NA,NA,NA,NA,17.4,NA
1988-01-01,Goiás,341289.4999999999,NA,9.6880128926,NA,NA,NA,NA,NA,NA,20.93,NA
1989-01-01,Goiás,341289.4999999999,NA,11.3622793272,NA,NA,NA,NA,NA,NA,21.02,NA
1990-01-01,Goiás,341289.4999999999,NA,11.1470073868,NA,NA,NA,NA,NA,NA,17.33,NA
1991-01-01,Goiás,341289.4999999999,NA,11.2039309628,NA,NA,NA,0.875,NA,NA,21.2,NA
1992-01-01,Goiás,341289.4999999999,NA,8.96499445959729,NA,NA,NA,NA,NA,NA,20.15,NA
1993-01-01,Goiás,341289.4999999999,NA,9.65260833809941,NA,NA,NA,NA,NA,NA,17.6,NA
1994-01-01,Goiás,341289.4999999999,NA,10.7400489055573,NA,NA,NA,NA,NA,NA,18.25,NA
1995-01-01,Goiás,341289.4999999999,NA,11.5726595761925,NA,NA,NA,NA,NA,NA,18.2,NA
1996-01-01,Goiás,341289.4999999999,NA,11.4249900794245,NA,NA,NA,NA,NA,NA,17.32,NA
1997-01-01,Goiás,341289.4999999999,NA,11.5442677576498,NA,NA,NA,NA,NA,NA,16.04,NA
1998-01-01,Goiás,341289.4999999999,NA,11.4632855879938,NA,NA,NA,NA,NA,NA,14.84,NA
1999-01-01,Goiás,341289.4999999999,NA,10.9109679544323,NA,NA,NA,NA,NA,NA,17.59,NA
2000-01-01,Goiás,341289.4999999999,NA,11.9620686242857,NA,NA,NA,NA,NA,NA,21.9,NA
2001-01-01,Goiás,341289.4999999999,NA,12.1954288990297,NA,NA,NA,NA,NA,NA,22.81,NA
2002-01-01,Goiás,341289.4999999999,NA,14.0846938655988,NA,NA,NA,NA,NA,NA,26.29,NA
2003-01-01,Goiás,341289.4999999999,NA,14.2956135835151,NA,NA,NA,NA,NA,NA,25.37,NA
2004-01-01,Goiás,341289.4999999999,NA,14.3370074191722,NA,NA,NA,NA,NA,NA,28.21,NA
2005-01-01,Goiás,341289.4999999999,NA,13.7868669172848,NA,NA,NA,NA,NA,NA,26.12,NA
2006-01-01,Goiás,341289.4999999999,NA,14.4279274036459,NA,NA,NA,NA,NA,NA,26.33,NA
2007-01-01,Goiás,341289.4999999999,NA,15.4370394561711,NA,NA,NA,NA,NA,NA,26.04,NA
2008-01-01,Goiás,341289.4999999999,NA,16.4063772937514,NA,NA,NA,NA,NA,NA,30.66,NA
2009-01-01,Goiás,341289.4999999999,NA,16.9900509139114,NA,NA,NA,NA,NA,NA,32.09,NA
2010-01-01,Goiás,341289.4999999999,NA,17.3461377061304,NA,NA,NA,NA,NA,NA,32.96,NA
2011-01-01,Goiás,341289.4999999999,NA,18.4158315434,NA,NA,NA,NA,NA,NA,37.36,NA
1985-01-01,Distrito Federal,5822.1,NA,45.3536263621,NA,NA,NA,NA,NA,NA,18.25,NA
1986-01-01,Distrito Federal,5822.1,NA,46.9690541287,NA,NA,NA,NA,NA,NA,17.46,NA
1987-01-01,Distrito Federal,5822.1,NA,46.7542411571,NA,NA,NA,NA,NA,NA,22.38,NA
1988-01-01,Distrito Federal,5822.1,NA,47.3131550059,NA,NA,NA,NA,NA,NA,20.86,NA
1989-01-01,Distrito Federal,5822.1,NA,45.6608739725,NA,NA,NA,NA,NA,NA,21.73,NA
1990-01-01,Distrito Federal,5822.1,NA,46.1145198188,NA,NA,NA,NA,NA,NA,29.69,NA
1991-01-01,Distrito Federal,5822.1,NA,45.743612208,NA,NA,NA,0.969,NA,NA,30.54,NA
1992-01-01,Distrito Federal,5822.1,NA,25.97660221009,NA,NA,NA,NA,NA,NA,25.84,NA
1993-01-01,Distrito Federal,5822.1,NA,25.4836603083653,NA,NA,NA,NA,NA,NA,33.05,NA
1994-01-01,Distrito Federal,5822.1,NA,26.5732165093485,NA,NA,NA,NA,NA,NA,32.59,NA
1995-01-01,Distrito Federal,5822.1,NA,61.7674650262715,NA,NA,NA,NA,NA,NA,36.19,NA
1996-01-01,Distrito Federal,5822.1,NA,61.7549551696467,NA,NA,NA,NA,NA,NA,33.76,NA
1997-01-01,Distrito Federal,5822.1,NA,63.046567586169,NA,NA,NA,NA,NA,NA,32.66,NA
1998-01-01,Distrito Federal,5822.1,NA,63.3053276762451,NA,NA,NA,NA,NA,NA,32.91,NA
1999-01-01,Distrito Federal,5822.1,NA,58.8406939578808,NA,NA,NA,NA,NA,NA,33.45,NA
2000-01-01,Distrito Federal,5822.1,NA,52.0282392991213,NA,NA,NA,NA,NA,NA,34.07,NA
2001-01-01,Distrito Federal,5822.1,NA,51.239380263028,NA,NA,NA,NA,NA,NA,33.04,NA
2002-01-01,Distrito Federal,5822.1,NA,47.7204847887502,NA,NA,NA,NA,NA,NA,29.87,NA
2003-01-01,Distrito Federal,5822.1,NA,44.4500001884612,NA,NA,NA,NA,NA,NA,33.88,NA
2004-01-01,Distrito Federal,5822.1,NA,45.4217535989459,NA,NA,NA,NA,NA,NA,31.16,NA
2005-01-01,Distrito Federal,5822.1,NA,46.6913464943089,NA,NA,NA,NA,NA,NA,28.16,NA
2006-01-01,Distrito Federal,5822.1,NA,47.8453634836059,NA,NA,NA,NA,NA,NA,27.69,NA
2007-01-01,Distrito Federal,5822.1,NA,48.6769337763339,NA,NA,NA,NA,NA,NA,29.21,NA
2008-01-01,Distrito Federal,5822.1,NA,50.1872154464388,NA,NA,NA,NA,NA,NA,31.75,NA
2009-01-01,Distrito Federal,5822.1,NA,51.7076753854428,NA,NA,NA,NA,NA,NA,33.83,NA
2010-01-01,Distrito Federal,5822.1,NA,55.4073796517701,NA,NA,NA,NA,NA,NA,30.58,NA
2011-01-01,Distrito Federal,5822.1,NA,54.6737781793197,NA,NA,NA,NA,NA,NA,34.56,NA
2015-10-01,Rondônia,238512.80000000005,NA,NA,NA,NA,48,NA,NA,NA,NA,NA
2016-04-01,Rondônia,238512.80000000005,NA,NA,NA,NA,50.4,NA,NA,NA,NA,NA
2016-07-01,Rondônia,238512.80000000005,NA,NA,NA,NA,48.2,NA,NA,NA,NA,NA
2016-10-01,Rondônia,238512.80000000005,NA,NA,NA,NA,49.1,NA,NA,NA,NA,NA
2017-04-01,Rondônia,238512.80000000005,NA,NA,NA,NA,50.6,NA,NA,NA,NA,NA
2017-07-01,Rondônia,238512.80000000005,NA,NA,NA,NA,49.5,NA,NA,NA,NA,NA
2017-10-01,Rondônia,238512.80000000005,NA,NA,NA,NA,48.5,NA,NA,NA,NA,NA
2018-04-01,Rondônia,238512.80000000005,NA,NA,NA,NA,48.4,NA,NA,NA,NA,NA
2018-07-01,Rondônia,238512.80000000005,NA,NA,NA,NA,50.7,NA,NA,NA,NA,NA
2018-10-01,Rondônia,238512.80000000005,NA,NA,NA,NA,49.1,NA,NA,NA,NA,NA
2019-04-01,Rondônia,238512.80000000005,NA,NA,NA,NA,51,NA,NA,NA,NA,NA
2019-07-01,Rondônia,238512.80000000005,NA,NA,NA,NA,49.4,NA,NA,NA,NA,NA
2019-10-01,Rondônia,238512.80000000005,NA,NA,NA,NA,47,NA,NA,NA,NA,NA
2020-04-01,Rondônia,238512.80000000005,NA,NA,NA,NA,46,NA,NA,NA,NA,NA
2020-07-01,Rondônia,238512.80000000005,NA,NA,NA,NA,46.8,NA,NA,NA,NA,NA
2020-10-01,Rondônia,238512.80000000005,NA,NA,NA,NA,49.9,NA,NA,NA,NA,NA
2021-04-01,Rondônia,238512.80000000005,NA,NA,NA,NA,47.9,NA,NA,NA,NA,NA
2021-07-01,Rondônia,238512.80000000005,NA,NA,NA,NA,48,NA,NA,NA,NA,NA
2021-10-01,Rondônia,238512.80000000005,NA,NA,NA,NA,47,NA,NA,NA,NA,NA
2022-04-01,Rondônia,238512.80000000005,NA,NA,NA,NA,50.4,NA,NA,NA,NA,NA
2022-07-01,Rondônia,238512.80000000005,NA,NA,NA,NA,47.8,NA,NA,NA,NA,NA
2022-10-01,Rondônia,238512.80000000005,NA,NA,NA,NA,48.9,NA,NA,NA,NA,NA
2023-04-01,Rondônia,238512.80000000005,NA,NA,NA,NA,48.8,NA,NA,NA,NA,NA
2023-07-01,Rondônia,238512.80000000005,NA,NA,NA,NA,45.3,NA,NA,NA,NA,NA
2023-10-01,Rondônia,238512.80000000005,NA,NA,NA,NA,44.5,NA,NA,NA,NA,NA
2024-04-01,Rondônia,238512.80000000005,NA,NA,NA,NA,45,NA,NA,NA,NA,NA
2024-07-01,Rondônia,238512.80000000005,NA,NA,NA,NA,44.5,NA,NA,NA,NA,NA
2024-10-01,Rondônia,238512.80000000005,NA,NA,NA,NA,47.7,NA,NA,NA,NA,NA
2025-01-01,Rondônia,238512.80000000005,NA,NA,NA,NA,48.3,NA,NA,NA,NA,NA
2025-04-01,Rondônia,238512.80000000005,NA,NA,NA,NA,47.7,NA,NA,NA,NA,NA
2015-10-01,Acre,153149.9,NA,NA,NA,NA,52.9,NA,NA,NA,NA,NA
2016-04-01,Acre,153149.9,NA,NA,NA,NA,47.9,NA,NA,NA,NA,NA
2016-07-01,Acre,153149.9,NA,NA,NA,NA,46.5,NA,NA,NA,NA,NA
2016-10-01,Acre,153149.9,NA,NA,NA,NA,49.7,NA,NA,NA,NA,NA
2017-04-01,Acre,153149.9,NA,NA,NA,NA,50,NA,NA,NA,NA,NA
2017-07-01,Acre,153149.9,NA,NA,NA,NA,51.2,NA,NA,NA,NA,NA
2017-10-01,Acre,153149.9,NA,NA,NA,NA,53.2,NA,NA,NA,NA,NA
2018-04-01,Acre,153149.9,NA,NA,NA,NA,50.7,NA,NA,NA,NA,NA
2018-07-01,Acre,153149.9,NA,NA,NA,NA,49.9,NA,NA,NA,NA,NA
2018-10-01,Acre,153149.9,NA,NA,NA,NA,50.2,NA,NA,NA,NA,NA
2019-04-01,Acre,153149.9,NA,NA,NA,NA,50.4,NA,NA,NA,NA,NA
2019-07-01,Acre,153149.9,NA,NA,NA,NA,50.4,NA,NA,NA,NA,NA
2019-10-01,Acre,153149.9,NA,NA,NA,NA,49,NA,NA,NA,NA,NA
2020-04-01,Acre,153149.9,NA,NA,NA,NA,49.1,NA,NA,NA,NA,NA
2020-07-01,Acre,153149.9,NA,NA,NA,NA,46.9,NA,NA,NA,NA,NA
2020-10-01,Acre,153149.9,NA,NA,NA,NA,46.4,NA,NA,NA,NA,NA
2021-04-01,Acre,153149.9,NA,NA,NA,NA,48.9,NA,NA,NA,NA,NA
2021-07-01,Acre,153149.9,NA,NA,NA,NA,46.3,NA,NA,NA,NA,NA
2021-10-01,Acre,153149.9,NA,NA,NA,NA,47.4,NA,NA,NA,NA,NA
2022-04-01,Acre,153149.9,NA,NA,NA,NA,48.2,NA,NA,NA,NA,NA
2022-07-01,Acre,153149.9,NA,NA,NA,NA,46.6,NA,NA,NA,NA,NA
2022-10-01,Acre,153149.9,NA,NA,NA,NA,46.3,NA,NA,NA,NA,NA
2023-04-01,Acre,153149.9,NA,NA,NA,NA,44.7,NA,NA,NA,NA,NA
2023-07-01,Acre,153149.9,NA,NA,NA,NA,44.7,NA,NA,NA,NA,NA
2023-10-01,Acre,153149.9,NA,NA,NA,NA,44.4,NA,NA,NA,NA,NA
2024-04-01,Acre,153149.9,NA,NA,NA,NA,46,NA,NA,NA,NA,NA
2024-07-01,Acre,153149.9,NA,NA,NA,NA,46.8,NA,NA,NA,NA,NA
